train_loss,val_loss,train_miou,val_miou,train_weighted_miou,val_weighted_miou
0.9008869992806607,0.8693076578776041,0.5731895809249354,0.5910332058590035,0.8379406052741915,0.8588366845018137
0.8929990005973202,0.8670691800117493,0.5787164049616276,0.5995504580037475,0.8407665745691423,0.858346870158964
0.8852144577759224,0.8500875290234884,0.5866677546523806,0.606349658907941,0.8438852553983163,0.8624855014131535
0.8841403394737499,0.8685295327504476,0.5964971323559287,0.5996001355964742,0.8440334674339751,0.8603427565432732
0.8775562535996405,0.8803769580523173,0.5998909622187375,0.6168681988332959,0.8482150174244419,0.8631567698857698
0.8753728682562809,0.8547355008125305,0.6056880238091563,0.6165457382900793,0.8481654771576151,0.8647989429109109
0.8753914787065262,0.8981322089831034,0.6040940422604576,0.574586878490898,0.8478960814542599,0.8444122781242998
0.8644080390066109,0.858576839764913,0.6170816029359792,0.6205333925120098,0.8521939446543324,0.8646580317581231
0.8644453767162041,0.8724824865659078,0.6258106468734709,0.6048839861230357,0.8533697852037475,0.8659733528619543
0.860428720112615,0.8482160623868307,0.6332456125017372,0.6396591429371544,0.8557132027372747,0.8710829923114589
0.8531412108232511,0.8530697067578633,0.6431251534965422,0.6304019607461167,0.8586195799290951,0.8685567349514673
0.8512719537587774,0.8432194256782531,0.6447348352574103,0.644482218171938,0.8603942667454825,0.8724396454880385
0.8468181124869609,0.833828330039978,0.6539732776884422,0.6477914685903334,0.8621102082870762,0.8716294137777708
0.8406080667604536,0.8457556589444478,0.6617907988659363,0.6437911864266761,0.864344636367915,0.8731649554160137
0.8378490663614849,0.8389842065175375,0.6662473367337715,0.6508553611605172,0.866044061171761,0.8748219151691256
0.8401544292101124,0.8335316117604573,0.6684858371505433,0.651424789117072,0.8664057555810319,0.8758124292936595
0.8351653692306288,0.8308237608273824,0.6765467464543167,0.6505802301040997,0.8680705796717684,0.8757090434488125
0.8338055732666246,0.8377563405036926,0.682500024623611,0.6516518455474595,0.8687717989303464,0.8746562529422257
0.8302420201717607,0.8383795793851216,0.6819193745761011,0.6558092076595837,0.870083748785708,0.876017836162365
0.8314865217512886,0.8371777137120565,0.6830372629030006,0.6567542935894289,0.8691687416118545,0.8759698214055565
0.864688174636572,0.8667269285519917,0.6055774380092008,0.6343727507350421,0.8502075621345745,0.8513695912455023
