train_loss,val_loss,train_miou,val_miou,train_weighted_miou,val_weighted_miou
1.3830315640708744,1.4084074338277182,0.4418217326796653,0.48090677998651543,0.8303218639616016,0.8429171123935926
1.4379947069507317,1.3839092095692953,0.47637272638030975,0.49183957477888834,0.846900819566573,0.8448569921497402
1.4107053251874526,1.3608477465311686,0.4686156827585107,0.5033388194156322,0.8340103457713886,0.8453100251729807
1.3809503008855268,1.3780074946085612,0.49689983140805466,0.48968880484896155,0.8439308611427975,0.8418346670353641
1.3502728371012132,1.3580261119206747,0.5055994813202151,0.5087772150175474,0.8368286812765797,0.8420861174304678
1.325534985369484,1.3144331232706705,0.52091079476395,0.49658452625035604,0.8515571140918327,0.8385157726036998
1.2931791139929087,1.3025996907552084,0.529279484486177,0.49847949556757326,0.8515397112924543,0.8410341195577923
1.2635219385159895,1.2814132499694824,0.5367453991953542,0.49791921436600345,0.8447106770019537,0.8438105846002201
1.2385622875002407,1.2586990213394165,0.5392255753638179,0.4908328881350138,0.8484512501367967,0.8440116455142935
1.2160788086436738,1.2268972905476887,0.5568405417539691,0.5101571255232326,0.8474814383677987,0.8434803584783269
1.19072224149768,1.2379242547353109,0.5705767180337361,0.4879282412963734,0.8513451654705362,0.837516608636116
1.1660533603405792,1.1989285802841188,0.5778841760675085,0.5204559185236863,0.854738273472036,0.8450251358820644
1.1452431146730513,1.188892683982849,0.5780776341271042,0.5081066356010107,0.8563879684209684,0.8439520853221736
1.1214272333871598,1.17617782274882,0.5779689940408117,0.5265030175025556,0.8490708589841437,0.8430309588347312
1.1065440929976085,1.1613570419947306,0.5855548645803005,0.5331103685198093,0.8577098197159447,0.8468888103912522
1.0869366596609153,1.2095005210240681,0.6048330750254136,0.5195285157142716,0.8562632239099583,0.8328842773429792
1.075549809524677,1.133396479288737,0.5929312039143636,0.5245547499899857,0.8527332081990734,0.8470876353471273
1.054964357574514,1.13171013991038,0.5962200866735504,0.5079472929271852,0.8634920035506801,0.8455090090105487
1.0408520746551104,1.1112204949061075,0.6327468260803751,0.5248584374057048,0.8541844921793733,0.8458332900264218
1.0312707514170831,1.1405662568410238,0.6416459478814277,0.5172325862028097,0.865673399557004,0.8422029819679054
1.0895412974309602,1.0068229246139526,0.5421837129343021,0.6284973105311247,0.8358519486605682,0.8656760166399947
1.0529601747957653,0.9879786356290181,0.5649139817008411,0.6319814556286891,0.8498695714620158,0.8645360675232674
1.034309860443909,0.9891737039883931,0.5648827410210228,0.6190474394033724,0.8441229217161544,0.863186419257133
1.014084073521147,0.9941764545440673,0.5594941309579079,0.6194820978986953,0.8485741916932482,0.8625558198189477
1.0000385860068686,1.0086413637797038,0.5701979526326034,0.603982018952628,0.850371136052241,0.8536971599516201
0.9881063507707327,0.9567113550504048,0.5687065358049386,0.6036807267773892,0.8498532652672597,0.8618547037689468
0.9758579985007344,0.983828895886739,0.5808800837952789,0.6004004580818724,0.8515783486095583,0.856794184656578
